Zeile, id, Bild, Info, Bewertung1, Bewertung2, Bewertung3, Timestamp
66,36adl4sd8ltt18nlisnflbg6gbqthfmu,FruehlingszwiebelAlt.png,"Diese Lauchzwiebel hat circa 7 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",0,52,84,1520841483
66,36adl4sd8ltt18nlisnflbg6gbqthfmu,KarotteNeu.png,"69% der bisherigen Teilnehmer würden diese Karotte noch essen oder verwerten.",100,100,0,1520841503
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,BananeNeu.png,"70% der bisherigen Teilnehmer würden diese Banane noch essen oder verwerten.",100,0,0,1520841525
66,36adl4sd8ltt18nlisnflbg6gbqthfmu,ApfelNeu.png,"Auf Chefkoch.de gibt es mehr als 4000 einfache Rezepte mit Apfel.",100,100,0,1520841541
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,BirneNeu.png,"60% der bisherigen Teilnehmer würden diese Birne noch essen oder verwerten.",75,9,0,1520841547
66,36adl4sd8ltt18nlisnflbg6gbqthfmu,PaprikaNeu.png,"Auf Chefkoch.de gibt es mehr als 2500 einfache Rezepte mit Paprika.",100,100,0,1520841554
66,36adl4sd8ltt18nlisnflbg6gbqthfmu,LimetteAlt.png,,0,56,75,1520841571
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,KarotteNeu.png,"75% der bisherigen Teilnehmer würden diese Karotte noch essen oder verwerten.",100,100,0,1520841573
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,BananeNeu.png,"Auf Chefkoch.de gibt es mehr als 2000 einfache Rezepte mit Banane.",100,0,0,1520841580
66,36adl4sd8ltt18nlisnflbg6gbqthfmu,BirneAlt.png,"66% der bisherigen Teilnehmer würden diese Birne noch essen oder verwerten.",0,100,15,1520841585
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,LimetteAlt.png,"Für 1 kg Limetten, d.h. ca. 10 Limetten, werden 0,36 kg oder 182 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 8 Stunden. ",81,0,11,1520841601
66,36adl4sd8ltt18nlisnflbg6gbqthfmu,KarotteAlt.png,"72% der bisherigen Teilnehmer würden diese Karotte noch essen oder verwerten.",0,0,100,1520841606
66,36adl4sd8ltt18nlisnflbg6gbqthfmu,BananeNeu.png,"Für 1 kg Bananen, d.h. ca. 9 Bananen, werden 0,57 kg oder 288 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 13 Stunden. ",100,100,0,1520841644
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,FruehlingszwiebelNeu.png,"Diese Lauchzwiebel hat circa 7 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",0,0,0,1520841645
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,FruehlingszwiebelAlt.png,"Für 1 kg Frühlingszwiebel, d.h. ca. 50 Frühlingszwiebeln, werden 0,21 kg oder 106 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 5 Stunden. ",0,0,93,1520841663
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,KarotteAlt.png,"61% der bisherigen Teilnehmer würden diese Karotte noch essen oder verwerten.",0,30,67,1520841667
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,BananeAlt.png,"Auf Chefkoch.de gibt es mehr als 2000 einfache Rezepte mit Banane.",84,4,0,1520841677
66,36adl4sd8ltt18nlisnflbg6gbqthfmu,FruehlingszwiebelNeu.png,"Für 1 kg Frühlingszwiebel, d.h. ca. 50 Frühlingszwiebeln, werden 0,21 kg oder 106 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 5 Stunden. ",100,100,0,1520841680
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,BirneAlt.png,"68% der bisherigen Teilnehmer würden diese Birne noch essen oder verwerten.",78,0,2,1520841689
66,36adl4sd8ltt18nlisnflbg6gbqthfmu,PaprikaAlt.png,"Auf Chefkoch.de gibt es mehr als 2500 einfache Rezepte mit Paprika.",0,74,13,1520841692
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,ApfelNeu.png,"Auf Chefkoch.de gibt es mehr als 4000 einfache Rezepte mit Apfel.",100,8,0,1520841700
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,KarotteNeu.png,,100,0,1,1520841711
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,TraubenNeu.png,"Diese Rispe von Trauben hat circa 65,5 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",74,0,0,1520841721
66,36adl4sd8ltt18nlisnflbg6gbqthfmu,TraubenAlt.png,,0,27,83,1520841722
66,36adl4sd8ltt18nlisnflbg6gbqthfmu,TraubenNeu.png,,100,0,0,1520841732
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,ApfelNeu.png,"Dieser Apfel hat circa 140 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",100,100,0,1520841741
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,PaprikaAlt.png,,100,3,0,1520841742
66,36adl4sd8ltt18nlisnflbg6gbqthfmu,BirneNeu.png,"75% der bisherigen Teilnehmer würden diese Birne noch essen oder verwerten.",100,100,0,1520841752
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,PaprikaNeu.png,,98,12,0,1520841755
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,LimetteNeu.png,"Auf Chefkoch.de gibt es mehr als 1000 einfache Rezepte mit Limette.",15,82,0,1520841766
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,TraubenNeu.png,"60% der bisherigen Teilnehmer würden diese Trauben noch essen oder verwerten.",96,8,0,1520841778
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,ApfelAlt.png,"Auf Chefkoch.de gibt es mehr als 4000 einfache Rezepte mit Apfel.",93,16,0,1520841792
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,BananeAlt.png,"66% der bisherigen Teilnehmer würden diese Banane noch essen oder verwerten.",0,76,59,1520841847
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,BirneNeu.png,,100,0,0,1520841859
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,TraubenAlt.png,"71% der bisherigen Teilnehmer würden diese Trauben noch essen oder verwerten.",100,11,0,1520841879
42,viovo4tn35faocp38mg12vr66h4pm6ot,BananeAlt.png,"Auf Chefkoch.de gibt es mehr als 2000 einfache Rezepte mit Banane.",38,31,65,1520841885
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,TraubenAlt.png,"Für 1 kg Trauben, d.h. ca. 10 Rispen Trauben, werden 0,37 kg oder 187 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 8 Stunden. ",0,0,100,1520841893
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,LimetteAlt.png,"Auf Chefkoch.de gibt es mehr als 1000 einfache Rezepte mit Limette.",0,0,100,1520841907
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,KarotteAlt.png,,99,25,0,1520841913
42,viovo4tn35faocp38mg12vr66h4pm6ot,KarotteNeu.png,,99,41,6,1520841914
123,7u7flelua2jecvv6apt7r7c7u5vra6c4,LimetteNeu.png,"Diese Limette hat circa 100 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",0,0,100,1520841928
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,FruehlingszwiebelAlt.png,"Auf Chefkoch.de gibt es mehr als 6500 einfache Rezepte mit Lauchzwiebel",0,0,100,1520841930
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,PaprikaAlt.png,,0,0,100,1520841945
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,TraubenNeu.png,"Für 1 kg Trauben, d.h. ca. 10 Rispen Trauben, werden 0,37 kg oder 187 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 8 Stunden. ",60,0,0,1520841964
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,KarotteAlt.png,"72% der bisherigen Teilnehmer würden diese Karotte noch essen oder verwerten.",25,88,0,1520841998
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,BirneAlt.png,,0,0,100,1520842006
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,PaprikaNeu.png,,100,100,0,1520842017
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,ApfelAlt.png,"Auf Chefkoch.de gibt es mehr als 4000 einfache Rezepte mit Apfel.",11,89,0,1520842018
416,9jl157dt9qdm1i1imvalt9lcdcjh1spf,ApfelAlt.png,"Für 1 kg Äpfel, d.h. ca. 5 Äpfel, werden 0,25 kg oder 127 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 6 Stunden. ",0,0,100,1520842058
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,BirneNeu.png,"74% der bisherigen Teilnehmer würden diese Birne noch essen oder verwerten.",69,70,0,1520842078
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,FruehlingszwiebelAlt.png,,46,98,0,1520842124
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,BananeAlt.png,"Diese Banane hat circa 95,5 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",100,23,0,1520842151
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,PaprikaNeu.png,"Auf Chefkoch.de gibt es mehr als 2500 einfache Rezepte mit Paprika.",100,100,0,1520842200
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,BananeNeu.png,"Für 1 kg Bananen, d.h. ca. 9 Bananen, werden 0,57 kg oder 288 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 13 Stunden. ",100,50,0,1520842281
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,PaprikaAlt.png,"Auf Chefkoch.de gibt es mehr als 2500 einfache Rezepte mit Paprika.",63,100,0,1520842295
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,ApfelNeu.png,"Auf Chefkoch.de gibt es mehr als 4000 einfache Rezepte mit Apfel.",85,87,0,1520842310
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,TraubenAlt.png,"Diese Rispe von Trauben hat circa 65,5 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",72,13,0,1520842344
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,BirneAlt.png,"69% der bisherigen Teilnehmer würden diese Birne noch essen oder verwerten.",100,83,0,1520842357
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,LimetteAlt.png,,68,81,0,1520842373
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,LimetteNeu.png,,100,58,0,1520842397
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,KarotteNeu.png,"61% der bisherigen Teilnehmer würden diese Karotte noch essen oder verwerten.",99,100,0,1520842408
296,67pe6qpjjnnuc8j08q0cjfls7thip3a2,FruehlingszwiebelNeu.png,,96,98,0,1520842440
258,2d7i3qnfmhif7n8efis27ie4v8uculon,BirneAlt.png,"Diese Birne hat circa 146 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",0,20,76,1520842927
258,2d7i3qnfmhif7n8efis27ie4v8uculon,BirneNeu.png,"Für 1 kg Birnen, d.h. ca. 5 Birnen, werden 0,29 kg oder 146 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in 6 Stunden. ",86,65,0,1520842952
258,2d7i3qnfmhif7n8efis27ie4v8uculon,BananeAlt.png,"Auf Chefkoch.de gibt es mehr als 2000 einfache Rezepte mit Banane.",23,59,59,1520842966
258,2d7i3qnfmhif7n8efis27ie4v8uculon,LimetteNeu.png,"Diese Limette hat circa 100 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",54,61,0,1520842985
258,2d7i3qnfmhif7n8efis27ie4v8uculon,FruehlingszwiebelAlt.png,,14,55,41,1520843002
258,2d7i3qnfmhif7n8efis27ie4v8uculon,KarotteAlt.png,,67,64,0,1520843027
258,2d7i3qnfmhif7n8efis27ie4v8uculon,TraubenNeu.png,"71% der bisherigen Teilnehmer würden diese Trauben noch essen oder verwerten.",69,53,0,1520843072
258,2d7i3qnfmhif7n8efis27ie4v8uculon,LimetteAlt.png,"Für 1 kg Limetten, d.h. ca. 10 Limetten, werden 0,36 kg oder 182 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 8 Stunden. ",0,0,100,1520843088
258,2d7i3qnfmhif7n8efis27ie4v8uculon,KarotteNeu.png,,67,62,0,1520843097
258,2d7i3qnfmhif7n8efis27ie4v8uculon,ApfelNeu.png,"67% der bisherigen Teilnehmer würden diesen Apfel noch essen oder verwerten.",98,64,0,1520843109
258,2d7i3qnfmhif7n8efis27ie4v8uculon,FruehlingszwiebelNeu.png,,58,77,0,1520843125
258,2d7i3qnfmhif7n8efis27ie4v8uculon,ApfelAlt.png,"64% der bisherigen Teilnehmer würden diesen Apfel noch essen oder verwerten.",0,77,0,1520843150
258,2d7i3qnfmhif7n8efis27ie4v8uculon,TraubenAlt.png,"64% der bisherigen Teilnehmer würden diese Trauben noch essen oder verwerten.",0,4,84,1520843168
258,2d7i3qnfmhif7n8efis27ie4v8uculon,PaprikaNeu.png,"Auf Chefkoch.de gibt es mehr als 2500 einfache Rezepte mit Paprika.",100,68,0,1520843178
258,2d7i3qnfmhif7n8efis27ie4v8uculon,BananeNeu.png,"Auf Chefkoch.de gibt es mehr als 2000 einfache Rezepte mit Banane.",100,66,0,1520843186
258,2d7i3qnfmhif7n8efis27ie4v8uculon,PaprikaAlt.png,"Auf Chefkoch.de gibt es mehr als 2500 einfache Rezepte mit Paprika.",0,0,100,1520843195
250,40q2chg078lld1pmgq5bsk70d1q2f38r,FruehlingszwiebelAlt.png,,0,11,86,1520843637
250,40q2chg078lld1pmgq5bsk70d1q2f38r,TraubenNeu.png,,94,0,0,1520843703
250,40q2chg078lld1pmgq5bsk70d1q2f38r,BananeAlt.png,"Auf Chefkoch.de gibt es mehr als 2000 einfache Rezepte mit Banane.",70,29,57,1520843736
250,40q2chg078lld1pmgq5bsk70d1q2f38r,KarotteNeu.png,"Für 1 kg Karotten, d.h. ca. 16 Karotten, werden 0,27 kg oder 136 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 6 Stunden. ",74,77,0,1520843783
250,40q2chg078lld1pmgq5bsk70d1q2f38r,PaprikaNeu.png,"Auf Chefkoch.de gibt es mehr als 2500 einfache Rezepte mit Paprika.",100,79,0,1520843805
250,40q2chg078lld1pmgq5bsk70d1q2f38r,ApfelNeu.png,"73% der bisherigen Teilnehmer würden diesen Apfel noch essen oder verwerten.",79,74,0,1520843846
250,40q2chg078lld1pmgq5bsk70d1q2f38r,ApfelAlt.png,"66% der bisherigen Teilnehmer würden diesen Apfel noch essen oder verwerten.",23,70,0,1520843875
250,40q2chg078lld1pmgq5bsk70d1q2f38r,LimetteAlt.png,"Für 1 kg Limetten, d.h. ca. 10 Limetten, werden 0,36 kg oder 182 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 8 Stunden. ",0,0,100,1520843894
250,40q2chg078lld1pmgq5bsk70d1q2f38r,KarotteAlt.png,"Diese Karotte hat circa 8 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",62,80,0,1520843934
250,40q2chg078lld1pmgq5bsk70d1q2f38r,PaprikaAlt.png,"Auf Chefkoch.de gibt es mehr als 2500 einfache Rezepte mit Paprika.",7,100,0,1520843948
250,40q2chg078lld1pmgq5bsk70d1q2f38r,TraubenAlt.png,,85,0,0,1520844018
250,40q2chg078lld1pmgq5bsk70d1q2f38r,BirneAlt.png,"72% der bisherigen Teilnehmer würden diese Birne noch essen oder verwerten.",2,87,50,1520844035
250,40q2chg078lld1pmgq5bsk70d1q2f38r,LimetteNeu.png,"Diese Limette hat circa 100 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",100,100,0,1520844056
250,40q2chg078lld1pmgq5bsk70d1q2f38r,BirneNeu.png,"65% der bisherigen Teilnehmer würden diese Birne noch essen oder verwerten.",100,84,0,1520844070
250,40q2chg078lld1pmgq5bsk70d1q2f38r,FruehlingszwiebelNeu.png,,0,100,0,1520844093
250,40q2chg078lld1pmgq5bsk70d1q2f38r,BananeNeu.png,"Auf Chefkoch.de gibt es mehr als 2000 einfache Rezepte mit Banane.",100,83,0,1520844109
88,c2ifppaiv27foi3dscnms41rbka4pouu,ApfelAlt.png,"72% der bisherigen Teilnehmer würden diesen Apfel noch essen oder verwerten.",22,0,50,1520844917
88,c2ifppaiv27foi3dscnms41rbka4pouu,BirneAlt.png,"Für 1 kg Birnen, d.h. ca. 5 Birnen, werden 0,29 kg oder 146 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in 6 Stunden. ",24,0,50,1520844969
88,c2ifppaiv27foi3dscnms41rbka4pouu,PaprikaAlt.png,,0,0,100,1520844982
88,c2ifppaiv27foi3dscnms41rbka4pouu,ApfelNeu.png,"68% der bisherigen Teilnehmer würden diesen Apfel noch essen oder verwerten.",100,0,0,1520845014
88,c2ifppaiv27foi3dscnms41rbka4pouu,BirneNeu.png,"Diese Birne hat circa 146 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",100,0,0,1520845032
88,c2ifppaiv27foi3dscnms41rbka4pouu,FruehlingszwiebelNeu.png,,100,100,0,1520845057
88,c2ifppaiv27foi3dscnms41rbka4pouu,TraubenAlt.png,"Für 1 kg Trauben, d.h. ca. 10 Rispen Trauben, werden 0,37 kg oder 187 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 8 Stunden. ",0,0,100,1520845090
88,c2ifppaiv27foi3dscnms41rbka4pouu,KarotteNeu.png,"Auf Chefkoch.de gibt es mehr als 6500 einfache Rezepte mit Karotte.",100,100,0,1520845103
88,c2ifppaiv27foi3dscnms41rbka4pouu,KarotteAlt.png,"Auf Chefkoch.de gibt es mehr als 6500 einfache Rezepte mit Karotte.",0,100,0,1520845192
88,c2ifppaiv27foi3dscnms41rbka4pouu,PaprikaNeu.png,,0,0,100,1520845217
88,c2ifppaiv27foi3dscnms41rbka4pouu,BananeNeu.png,"63% der bisherigen Teilnehmer würden diese Banane noch essen oder verwerten.",0,0,100,1520845239
88,c2ifppaiv27foi3dscnms41rbka4pouu,TraubenNeu.png,"Diese Rispe von Trauben hat circa 65,5 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",100,0,0,1520845251
88,c2ifppaiv27foi3dscnms41rbka4pouu,BananeAlt.png,"70% der bisherigen Teilnehmer würden diese Banane noch essen oder verwerten.",0,0,100,1520845279
88,c2ifppaiv27foi3dscnms41rbka4pouu,LimetteNeu.png,"Auf Chefkoch.de gibt es mehr als 1000 einfache Rezepte mit Limette.",0,100,0,1520845320
88,c2ifppaiv27foi3dscnms41rbka4pouu,FruehlingszwiebelAlt.png,,0,0,100,1520845331
88,c2ifppaiv27foi3dscnms41rbka4pouu,LimetteAlt.png,"Auf Chefkoch.de gibt es mehr als 1000 einfache Rezepte mit Limette.",0,100,53,1520845353
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,FruehlingszwiebelAlt.png,"Diese Lauchzwiebel hat circa 7 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",64,83,77,1520845732
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,ApfelAlt.png,"Für 1 kg Äpfel, d.h. ca. 5 Äpfel, werden 0,25 kg oder 127 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 6 Stunden. ",14,96,8,1520845754
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,TraubenNeu.png,"Auf Chefkoch.de gibt es mehr als 400 einfache Rezepte mit Trauben.",100,0,1,1520845785
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,KarotteNeu.png,"Für 1 kg Karotten, d.h. ca. 16 Karotten, werden 0,27 kg oder 136 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 6 Stunden. ",67,67,5,1520845822
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,KarotteAlt.png,,13,100,0,1520845836
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,PaprikaNeu.png,,72,70,0,1520845840
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,BirneNeu.png,"70% der bisherigen Teilnehmer würden diese Birne noch essen oder verwerten.",100,71,0,1520845854
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,LimetteAlt.png,"Diese Limette hat circa 100 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",23,20,70,1520845868
126,dmbqn7vklvnnuap3g2up7m0mojhca35k,FruehlingszwiebelNeu.png,,0,0,100,1520845884
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,BirneAlt.png,"73% der bisherigen Teilnehmer würden diese Birne noch essen oder verwerten.",66,76,0,1520845885
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,FruehlingszwiebelNeu.png,"Für 1 kg Frühlingszwiebel, d.h. ca. 50 Frühlingszwiebeln, werden 0,21 kg oder 106 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 5 Stunden. ",0,100,0,1520845905
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,PaprikaNeu.png,"67% der bisherigen Teilnehmer würden diese Paprika noch essen oder verwerten.",100,75,0,1520845920
126,dmbqn7vklvnnuap3g2up7m0mojhca35k,ApfelAlt.png,"71% der bisherigen Teilnehmer würden diesen Apfel noch essen oder verwerten.",0,0,100,1520845939
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,TraubenAlt.png,"Auf Chefkoch.de gibt es mehr als 400 einfache Rezepte mit Trauben.",36,59,43,1520845952
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,PaprikaAlt.png,"73% der bisherigen Teilnehmer würden diese Paprika noch essen oder verwerten.",80,81,0,1520845955
126,dmbqn7vklvnnuap3g2up7m0mojhca35k,PaprikaNeu.png,"Diese Paprika hat circa 54 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",74,79,16,1520845969
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,KarotteAlt.png,"Diese Karotte hat circa 8 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",30,33,64,1520845970
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,BirneNeu.png,"65% der bisherigen Teilnehmer würden diese Birne noch essen oder verwerten.",68,63,48,1520845987
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,FruehlingszwiebelNeu.png,"64% der bisherigen Teilnehmer würden diese Lauchzwiebel noch essen oder verwerten.",70,70,23,1520846000
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,BananeNeu.png,"Auf Chefkoch.de gibt es mehr als 2000 einfache Rezepte mit Banane.",72,43,24,1520846011
126,dmbqn7vklvnnuap3g2up7m0mojhca35k,KarotteAlt.png,"Auf Chefkoch.de gibt es mehr als 6500 einfache Rezepte mit Karotte.",17,19,87,1520846012
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,KarotteNeu.png,,100,79,0,1520846014
126,dmbqn7vklvnnuap3g2up7m0mojhca35k,FruehlingszwiebelAlt.png,,0,0,100,1520846023
126,dmbqn7vklvnnuap3g2up7m0mojhca35k,KarotteNeu.png,"Auf Chefkoch.de gibt es mehr als 6500 einfache Rezepte mit Karotte.",80,78,4,1520846035
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,FruehlingszwiebelAlt.png,"64% der bisherigen Teilnehmer würden diese Lauchzwiebel noch essen oder verwerten.",29,55,58,1520846037
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,LimetteAlt.png,,100,74,0,1520846044
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,BananeAlt.png,"Auf Chefkoch.de gibt es mehr als 2000 einfache Rezepte mit Banane.",34,42,64,1520846048
126,dmbqn7vklvnnuap3g2up7m0mojhca35k,PaprikaAlt.png,"Für 1 kg Paprika, d.h. ca. 6 Paprika, werden 0,64 kg oder 323 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 14 Stunden. ",16,10,100,1520846050
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,ApfelNeu.png,"Dieser Apfel hat circa 140 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",100,76,0,1520846056
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,TraubenNeu.png,"Auf Chefkoch.de gibt es mehr als 400 einfache Rezepte mit Trauben.",69,67,37,1520846066
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,BananeAlt.png,"Auf Chefkoch.de gibt es mehr als 2000 einfache Rezepte mit Banane.",100,77,0,1520846067
126,dmbqn7vklvnnuap3g2up7m0mojhca35k,TraubenNeu.png,"63% der bisherigen Teilnehmer würden diese Trauben noch essen oder verwerten.",70,0,15,1520846069
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,ApfelNeu.png,,68,62,15,1520846076
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,LimetteNeu.png,,100,71,0,1520846077
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,TraubenAlt.png,"Auf Chefkoch.de gibt es mehr als 400 einfache Rezepte mit Trauben.",14,13,68,1520846099
395,iueheo7jq3116asmau0e8tk3m2cc3ir3,BananeNeu.png,"Auf Chefkoch.de gibt es mehr als 2000 einfache Rezepte mit Banane.",100,71,0,1520846112
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,LimetteNeu.png,"Für 1 kg Limetten, d.h. ca. 10 Limetten, werden 0,36 kg oder 182 Liter CO2 verbraucht. Ein Mensch erzeugt beim Atmen die gleiche Menge an CO2 in ungefähr 8 Stunden. ",60,75,13,1520846124
126,dmbqn7vklvnnuap3g2up7m0mojhca35k,BananeNeu.png,"Auf Chefkoch.de gibt es mehr als 2000 einfache Rezepte mit Banane.",100,24,0,1520846126
126,dmbqn7vklvnnuap3g2up7m0mojhca35k,BirneAlt.png,"Diese Birne hat circa 146 Liter Wasser während der Produktion, des Transports und der Lagerung verbraucht bzw. verschmutzt. ",30,22,89,1520846137
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,PaprikaAlt.png,,34,34,63,1520846147
126,dmbqn7vklvnnuap3g2up7m0mojhca35k,TraubenAlt.png,"74% der bisherigen Teilnehmer würden diese Trauben noch essen oder verwerten.",62,0,62,1520846153
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,ApfelAlt.png,,35,38,62,1520846154
75,2g5ve0n6oh943m9gekcj2qsrjvhecqe2,BirneAlt.png,"62% der bisherigen Teilnehmer würden diese Birne noch essen oder verwerten.",38,36,65,1520846167
126,dmbqn7vklvnnuap3g2up7m0mojhca35k,LimetteNeu.png,,100,0,0,1520846183
126,dmbqn7vklvnnuap3g2up7m0mojhca35k,BananeAlt.png,"Auf Chefkoch.de gibt es mehr als 2000 einfache Rezepte mit Banane.",23,7,85,1520846208
